Iterations,Seconds,Score
10000,1755954823,35.116346
20000,1755954824,30.805955
30000,1755954824,28.458704
40000,1755954824,27.619321
50000,1755954824,26.808594
60000,1755954824,26.358968
70000,1755954824,25.961360
80000,1755954824,25.355957
90000,1755954825,25.067373
100000,1755954825,24.760884
110000,1755954825,24.587867
120000,1755954825,24.393763
130000,1755954825,24.218356
140000,1755954825,24.076466
150000,1755954825,23.876603
160000,1755954825,23.760519
170000,1755954826,23.567888
180000,1755954826,23.470185
190000,1755954826,23.356686
200000,1755954826,23.268249
210000,1755954826,23.173717
220000,1755954826,23.106566
230000,1755954826,23.054647
240000,1755954826,22.980757
250000,1755954827,22.896309
260000,1755954827,22.814166
270000,1755954827,22.735403
280000,1755954827,22.629491
290000,1755954827,22.594171
300000,1755954827,22.518891
310000,1755954827,22.454972
320000,1755954827,22.400242
330000,1755954827,22.320505
340000,1755954828,22.278841
350000,1755954828,22.256131
360000,1755954828,22.194712
370000,1755954828,22.118567
380000,1755954828,22.045467
390000,1755954828,22.000927
400000,1755954828,21.958063
410000,1755954828,21.922312
420000,1755954829,21.878588
430000,1755954829,21.842657
440000,1755954829,21.770933
450000,1755954829,21.728620
460000,1755954829,21.691925
470000,1755954829,21.659988
480000,1755954829,21.622526
490000,1755954829,21.599075
500000,1755954830,21.514584
510000,1755954830,21.489405
520000,1755954830,21.448939
530000,1755954830,21.428461
540000,1755954830,21.404907
550000,1755954830,21.381192
560000,1755954830,21.357524
570000,1755954830,21.301798
580000,1755954830,21.238731
590000,1755954831,21.153790
600000,1755954831,21.082826
610000,1755954831,21.044697
620000,1755954831,21.018600
630000,1755954831,20.948081
640000,1755954831,20.904634
650000,1755954831,20.872370
660000,1755954831,20.853582
670000,1755954832,20.845001
680000,1755954832,20.812701
690000,1755954832,20.789879
700000,1755954832,20.734117
710000,1755954832,20.724085
720000,1755954832,20.717497
730000,1755954832,20.693486
740000,1755954832,20.677534
750000,1755954833,20.669243
760000,1755954833,20.648921
770000,1755954833,20.639828
780000,1755954833,20.631922
790000,1755954833,20.602530
800000,1755954833,20.558251
810000,1755954833,20.527662
820000,1755954833,20.509310
830000,1755954834,20.497603
840000,1755954834,20.485817
850000,1755954834,20.455310
860000,1755954834,20.453407
870000,1755954834,20.415658
880000,1755954834,20.410611
890000,1755954834,20.399328
900000,1755954834,20.396188
910000,1755954834,20.362739
920000,1755954835,20.339345
930000,1755954835,20.326227
940000,1755954835,20.325289
950000,1755954835,20.319017
960000,1755954835,20.284301
970000,1755954835,20.276184
980000,1755954835,20.268450
990000,1755954835,20.232510
1000000,1755954836,20.222576
1010000,1755954836,20.199555
1020000,1755954836,20.189602
1030000,1755954836,20.172424
1040000,1755954836,20.162186
1050000,1755954836,20.143529
1060000,1755954836,20.121848
1070000,1755954836,20.109800
1080000,1755954837,20.101379
1090000,1755954837,20.089027
1100000,1755954837,20.074158
1110000,1755954837,20.058811
1120000,1755954837,20.037889
1130000,1755954837,20.035096
1140000,1755954837,20.025721
1150000,1755954837,20.021233
1160000,1755954837,20.005896
1170000,1755954838,20.002505
