Iterations,Seconds,Score
5810000,43,16.410387
5820000,43,16.410387
5830000,43,16.410387
5840000,43,16.410387
5850000,43,16.410387
5860000,43,16.410387
5870000,43,16.410387
5880000,43,16.406928
5890000,44,16.404969
5900000,44,16.388910
5910000,44,16.384682
5920000,44,16.383829
5930000,44,16.383215
5940000,44,16.383215
5950000,44,16.381892
5960000,44,16.381892
5970000,44,16.381892
5980000,44,16.381203
5990000,44,16.381203
6000000,44,16.381203
6010000,44,16.381203
6020000,44,16.381203
6030000,45,16.381203
6040000,45,16.380760
6050000,45,16.380760
6060000,45,16.376455
6070000,45,16.370677
6080000,45,16.370062
6090000,45,16.368025
6100000,45,16.366097
6110000,45,16.363021
6120000,45,16.363021
6130000,45,16.363021
6140000,45,16.363021
6150000,45,16.363021
6160000,45,16.363021
6170000,46,16.363021
6180000,46,16.363021
6190000,46,16.363021
6200000,46,16.362482
6210000,46,16.352910
6220000,46,16.352487
6230000,46,16.352487
6240000,46,16.350313
6250000,46,16.350313
6260000,46,16.350313
6270000,46,16.350313
6280000,46,16.350313
6290000,46,16.348937
6300000,46,16.348937
6310000,47,16.348937
6320000,47,16.348639
6330000,47,16.348639
6340000,47,16.348008
6350000,47,16.347679
6360000,47,16.347126
6370000,47,16.347126
6380000,47,16.347126
6390000,47,16.347126
6400000,47,16.347027
6410000,47,16.340809
6420000,47,16.340206
6430000,47,16.339848
6440000,47,16.339257
6450000,48,16.339257
6460000,48,16.336408
6470000,48,16.333137
6480000,48,16.328400
6490000,48,16.328400
6500000,48,16.328400
6510000,48,16.328400
6520000,48,16.323138
6530000,48,16.320207
6540000,48,16.320207
6550000,48,16.320207
6560000,48,16.320207
6570000,48,16.320207
6580000,48,16.320207
6590000,48,16.320207
6600000,49,16.320207
6610000,49,16.318343
6620000,49,16.318343
6630000,49,16.316465
6640000,49,16.316465
6650000,49,16.316465
6660000,49,16.316465
6670000,49,16.315808
6680000,49,16.311622
6690000,49,16.311622
6700000,49,16.311622
6710000,49,16.305713
6720000,49,16.305590
6730000,49,16.305590
6740000,50,16.304065
6750000,50,16.304065
6760000,50,16.300593
6770000,50,16.300593
6780000,50,16.300593
6790000,50,16.299076
6800000,50,16.296262
6810000,50,16.295485
6820000,50,16.295485
6830000,50,16.295485
6840000,50,16.295485
6850000,50,16.293436
6860000,50,16.288749
6870000,50,16.288749
6880000,51,16.271445
6890000,51,16.265466
6900000,51,16.254092
6910000,51,16.254092
6920000,51,16.253443
6930000,51,16.249978
6940000,51,16.249978
6950000,51,16.249978
6960000,51,16.246029
6970000,51,16.241865
6980000,51,16.240020
6990000,51,16.228947
7000000,51,16.227852
7010000,51,16.227852
7020000,52,16.225249
7030000,52,16.221392
7040000,52,16.221392
7050000,52,16.221392
7060000,52,16.219887
7070000,52,16.219887
7080000,52,16.219323
7090000,52,16.219323
7100000,52,16.217539
7110000,52,16.216762
7120000,52,16.215439
7130000,52,16.215435
7140000,52,16.215435
7150000,53,16.200627
7160000,53,16.198207
7170000,53,16.198207
7180000,53,16.194025
7190000,53,16.193746
7200000,53,16.189356
7210000,53,16.188716
7220000,53,16.186918
7230000,53,16.185049
7240000,53,16.185049
7250000,53,16.175174
7260000,53,16.175174
7270000,53,16.170910
7280000,53,16.170910
7290000,54,16.170910
7300000,54,16.170910
7310000,54,16.170910
7320000,54,16.164980
7330000,54,16.164980
7340000,54,16.157062
7350000,54,16.157062
7360000,54,16.154710
7370000,54,16.153432
7380000,54,16.147475
7390000,54,16.147475
7400000,54,16.147475
7410000,54,16.147399
7420000,54,16.147399
7430000,55,16.147399
7440000,55,16.141822
7450000,55,16.141409
7460000,55,16.138668
7470000,55,16.138668
7480000,55,16.138026
7490000,55,16.137764
7500000,55,16.137099
7510000,55,16.133094
7520000,55,16.122480
7530000,55,16.119580
7540000,55,16.119482
7550000,55,16.119482
7560000,55,16.119482
7570000,56,16.117779
7580000,56,16.117779
7590000,56,16.117779
7600000,56,16.117779
7610000,56,16.117226
7620000,56,16.117226
7630000,56,16.117226
7640000,56,16.117226
7650000,56,16.117226
7660000,56,16.115686
7670000,56,16.115426
7680000,56,16.115426
7690000,56,16.114479
7700000,57,16.114479
7710000,57,16.095492
7720000,57,16.087670
7730000,57,16.085655
7740000,57,16.084397
7750000,57,16.080787
7760000,57,16.080787
7770000,57,16.080787
7780000,57,16.080787
7790000,57,16.080563
7800000,57,16.078933
7810000,57,16.064031
7820000,57,16.064031
7830000,57,16.064031
7840000,58,16.060177
7850000,58,16.060177
7860000,58,16.060177
7870000,58,16.059597
7880000,58,16.056608
7890000,58,16.051101
7900000,58,16.050759
7910000,58,16.050759
7920000,58,16.050759
7930000,58,16.049038
7940000,58,16.049038
7950000,58,16.045552
7960000,58,16.045552
7970000,58,16.043436
7980000,59,16.043436
7990000,59,16.043436
8000000,59,16.043436
8010000,59,16.042544
8020000,59,16.042544
8030000,59,16.041431
8040000,59,16.040766
8050000,59,16.040766
8060000,59,16.040314
8070000,59,16.038162
8080000,59,16.036350
8090000,59,16.036350
8100000,59,16.030735
8110000,60,16.028521
8120000,60,16.027004
8130000,60,16.027004
8140000,60,16.027004
8150000,60,16.026383
8160000,60,16.026383
8170000,60,16.026383
8180000,60,16.025517
8190000,60,16.025137
8200000,60,16.024626
8210000,60,16.024626
8220000,60,16.024626
8230000,60,16.024626
8240000,61,16.022162
8250000,61,16.022162
8260000,61,16.022049
8270000,61,16.022049
8280000,61,16.022049
8290000,61,16.022049
8300000,61,16.022049
8310000,61,16.015260
8320000,61,16.015260
8330000,61,16.015260
8340000,61,16.007127
8350000,61,16.007127
8360000,61,16.007127
8370000,62,16.007127
8380000,62,16.007127
8390000,62,16.004974
8400000,62,16.004453
8410000,62,16.004453
8420000,62,16.004453
8430000,62,16.004453
8440000,62,16.004453
8450000,62,16.004453
8460000,62,16.002899
8470000,62,16.002482
8480000,62,16.002482
8490000,62,16.002482
8500000,62,16.001605
8510000,63,16.000965
8520000,63,16.000965
8530000,63,15.993934
8540000,63,15.993934
8550000,63,15.988378
8560000,63,15.988378
8570000,63,15.986329
8580000,63,15.985888
8590000,63,15.985084
8600000,63,15.985051
8610000,63,15.984579
8620000,63,15.984579
8630000,63,15.984579
8640000,63,15.984579
8650000,64,15.983092
8660000,64,15.983092
8670000,64,15.983092
8680000,64,15.981823
8690000,64,15.974987
8700000,64,15.974948
8710000,64,15.974362
8720000,64,15.973561
8730000,64,15.973561
8740000,64,15.972110
8750000,64,15.972110
8760000,64,15.970207
8770000,64,15.966408
8780000,64,15.966408
8790000,65,15.962950
8800000,65,15.962950
8810000,65,15.961867
8820000,65,15.961867
8830000,65,15.961717
8840000,65,15.961717
8850000,65,15.961717
8860000,65,15.958672
8870000,65,15.958672
8880000,65,15.958672
8890000,65,15.954508
8900000,65,15.954083
8910000,65,15.951894
8920000,66,15.949948
8930000,66,15.949948
8940000,66,15.948227
8950000,66,15.945310
8960000,66,15.943900
8970000,66,15.943880
8980000,66,15.943880
8990000,66,15.943880
9000000,66,15.942946
9010000,66,15.942946
9020000,66,15.939776
9030000,66,15.938537
9040000,66,15.938537
9050000,66,15.938537
9060000,67,15.938537
9070000,67,15.936553
9080000,67,15.935143
9090000,67,15.935143
9100000,67,15.935143
9110000,67,15.935002
9120000,67,15.935002
9130000,67,15.933592
9140000,67,15.933592
9150000,67,15.933592
9160000,67,15.931445
9170000,67,15.931445
9180000,67,15.931445
9190000,67,15.931445
9200000,68,15.931445
9210000,68,15.931445
9220000,68,15.931445
9230000,68,15.931445
9240000,68,15.931445
9250000,68,15.916516
9260000,68,15.916478
9270000,68,15.916411
9280000,68,15.916411
9290000,68,15.916411
9300000,68,15.913910
9310000,68,15.913910
9320000,68,15.913445
9330000,68,15.913445
9340000,69,15.910344
9350000,69,15.910344
9360000,69,15.910344
9370000,69,15.909136
9380000,69,15.905397
9390000,69,15.905397
9400000,69,15.905397
9410000,69,15.904611
9420000,69,15.904611
9430000,69,15.902962
9440000,69,15.902962
9450000,69,15.902962
9460000,69,15.902962
9470000,70,15.902962
9480000,70,15.898867
9490000,70,15.898867
9500000,70,15.898350
9510000,70,15.898350
9520000,70,15.898350
9530000,70,15.894442
9540000,70,15.894442
9550000,70,15.893361
9560000,70,15.893361
9570000,70,15.893361
9580000,70,15.887480
9590000,70,15.887480
9600000,70,15.887480
9610000,71,15.884738
9620000,71,15.884738
9630000,71,15.878937
9640000,71,15.878935
9650000,71,15.878935
9660000,71,15.878935
9670000,71,15.878935
9680000,71,15.878163
9690000,71,15.877559
9700000,71,15.877559
9710000,71,15.873876
9720000,71,15.846667
9730000,71,15.841099
9740000,71,15.841099
9750000,72,15.841099
9760000,72,15.841099
9770000,72,15.838066
9780000,72,15.838066
9790000,72,15.838066
9800000,72,15.838066
9810000,72,15.836049
9820000,72,15.835915
9830000,72,15.835915
9840000,72,15.835915
9850000,72,15.835915
9860000,72,15.835915
9870000,72,15.835915
9880000,72,15.835915
9890000,73,15.835915
9900000,73,15.835915
9910000,73,15.835915
9920000,73,15.835915
9930000,73,15.835074
9940000,73,15.835074
9950000,73,15.835074
9960000,73,15.823052
9970000,73,15.817776
9980000,73,15.815130
9990000,73,15.815130
10000000,73,15.813753
