Iterations,Seconds,Score
10000,1755727003,31.529519
20000,1755727003,28.090448
30000,1755727004,26.559684
40000,1755727004,25.769008
50000,1755727004,25.187872
60000,1755727004,24.745095
70000,1755727005,24.274597
80000,1755727005,24.058086
90000,1755727005,23.813509
100000,1755727005,23.481311
110000,1755727006,23.311166
120000,1755727006,23.137119
130000,1755727006,23.029659
140000,1755727006,22.900497
150000,1755727006,22.778702
160000,1755727007,22.591941
170000,1755727007,22.423897
180000,1755727007,22.347065
190000,1755727007,22.191892
200000,1755727008,22.143269
210000,1755727008,22.062749
220000,1755727008,21.984079
230000,1755727008,21.847204
240000,1755727008,21.765007
250000,1755727009,21.674268
260000,1755727009,21.610210
270000,1755727009,21.548261
280000,1755727009,21.522535
290000,1755727009,21.427093
300000,1755727010,21.366153
310000,1755727010,21.295245
320000,1755727010,21.269863
330000,1755727010,21.180549
340000,1755727010,21.095330
350000,1755727011,20.960246
360000,1755727011,20.923160
370000,1755727011,20.892651
380000,1755727011,20.614669
390000,1755727011,20.592998
400000,1755727012,20.566603
410000,1755727012,20.520778
420000,1755727012,20.478060
430000,1755727012,20.444046
440000,1755727012,20.396806
450000,1755727013,20.373722
460000,1755727013,20.349807
470000,1755727013,20.313310
480000,1755727013,20.302438
490000,1755727013,20.225549
500000,1755727014,20.206190
510000,1755727014,20.135402
520000,1755727014,20.110505
530000,1755727014,20.096922
540000,1755727014,20.086670
550000,1755727015,20.064414
560000,1755727015,20.043728
570000,1755727015,20.017904
580000,1755727015,19.986940
590000,1755727015,19.959523
600000,1755727016,19.944243
610000,1755727016,19.915195
620000,1755727016,19.904068
630000,1755727016,19.885385
640000,1755727016,19.851571
650000,1755727017,19.792373
660000,1755727017,19.776623
670000,1755727017,19.771548
680000,1755727017,19.765775
690000,1755727017,19.754526
700000,1755727017,19.753130
710000,1755727018,19.742501
720000,1755727018,19.717496
730000,1755727018,19.684577
740000,1755727018,19.663058
750000,1755727018,19.635523
760000,1755727019,19.615247
770000,1755727019,19.563800
780000,1755727019,19.527791
790000,1755727019,19.490009
800000,1755727019,19.471297
810000,1755727020,19.442460
820000,1755727020,19.428275
830000,1755727020,19.426918
840000,1755727020,19.418172
850000,1755727020,19.416744
860000,1755727021,19.389148
870000,1755727021,19.373921
880000,1755727021,19.345758
890000,1755727021,19.305802
900000,1755727021,19.291637
910000,1755727022,19.268569
920000,1755727022,19.259489
930000,1755727022,19.225296
940000,1755727022,19.189616
950000,1755727022,19.161795
960000,1755727023,19.149559
970000,1755727023,19.102941
980000,1755727023,19.083795
990000,1755727023,19.073587
1000000,1755727023,19.046490
1010000,1755727024,19.031875
1020000,1755727024,19.018430
1030000,1755727024,19.001377
1040000,1755727024,18.982716
1050000,1755727024,18.976285
1060000,1755727025,18.955545
1070000,1755727025,18.952113
1080000,1755727025,18.870659
1090000,1755727025,18.861989
1100000,1755727025,18.855232
1110000,1755727025,18.849075
1120000,1755727026,18.844365
1130000,1755727026,18.844365
1140000,1755727026,18.830874
1150000,1755727026,18.821620
1160000,1755727026,18.809350
1170000,1755727027,18.782125
1180000,1755727027,18.774723
1190000,1755727027,18.772041
1200000,1755727027,18.769173
1210000,1755727027,18.750869
1220000,1755727028,18.745512
1230000,1755727028,18.739897
1240000,1755727028,18.734980
1250000,1755727028,18.732063
1260000,1755727028,18.719117
1270000,1755727028,18.708066
1280000,1755727029,18.702483
1290000,1755727029,18.676151
1300000,1755727029,18.668858
1310000,1755727029,18.660946
1320000,1755727029,18.652532
1330000,1755727030,18.578358
1340000,1755727030,18.555129
1350000,1755727030,18.550390
1360000,1755727030,18.528749
1370000,1755727030,18.511257
1380000,1755727031,18.494856
1390000,1755727031,18.466894
1400000,1755727031,18.447417
1410000,1755727031,18.443873
1420000,1755727031,18.422300
1430000,1755727032,18.415547
1440000,1755727032,18.397981
1450000,1755727032,18.375172
1460000,1755727032,18.350148
1470000,1755727032,18.340791
1480000,1755727033,18.324944
1490000,1755727033,18.313557
1500000,1755727033,18.303224
1510000,1755727033,18.298122
1520000,1755727033,18.293275
1530000,1755727034,18.246898
1540000,1755727034,18.242702
1550000,1755727034,18.242702
1560000,1755727034,18.226737
1570000,1755727034,18.222800
1580000,1755727035,18.217015
1590000,1755727035,18.205478
1600000,1755727035,18.201786
1610000,1755727035,18.192760
